category,pct_contribution
Other,70.80193328857422
Atmospheric,17.554323077201843
Surface Properties,5.0671971291303635
Vegetation,3.5411622524261475
Land Use / Land Cover,2.5576101988554
Urban Morphology,0.47776898741722107
